day,issue_hour,scenario,historical_day
249,0,3,235
249,0,4,234
249,0,5,228
249,0,6,227
249,0,7,221
249,0,8,220
249,0,9,214
249,6,0,248
249,6,1,242
249,6,2,241
249,6,3,235
249,6,4,234
249,6,5,228
249,6,6,227
249,6,7,221
249,6,8,220
249,6,9,214
249,12,0,248
249,12,1,242
249,12,2,241
249,12,3,235
249,12,4,234
249,12,5,228
249,12,6,227
249,12,7,221
249,12,8,220
249,12,9,214
249,18,0,248
249,18,1,242
249,18,2,241
249,18,3,235
249,18,4,234
249,18,5,228
249,18,6,227
249,18,7,221
249,18,8,220
249,18,9,214
250,0,0,247
250,0,1,246
250,0,2,245
250,0,3,244
250,0,4,243
250,0,5,240
250,0,6,239
250,0,7,238
250,0,8,237
250,0,9,236
250,6,0,247
250,6,1,246
250,6,2,245
250,6,3,244
250,6,4,243
250,6,5,240
250,6,6,239
250,6,7,238
250,6,8,237
250,6,9,236
250,12,0,247
250,12,1,246
250,12,2,245
250,12,3,244
250,12,4,243
250,12,5,240
250,12,6,239
250,12,7,238
250,12,8,237
250,12,9,236
250,18,0,247
250,18,1,246
250,18,2,245
250,18,3,244
250,18,4,243
250,18,5,240
250,18,6,239
250,18,7,238
250,18,8,237
250,18,9,236
251,0,0,250
251,0,1,247
251,0,2,246
251,0,3,245
251,0,4,244
251,0,5,243
251,0,6,240
251,0,7,239
251,0,8,238
251,0,9,237
251,6,0,250
251,6,1,247
251,6,2,246
251,6,3,245
251,6,4,244
251,6,5,243
251,6,6,240
251,6,7,239
251,6,8,238
251,6,9,237
251,12,0,250
251,12,1,247
251,12,2,246
251,12,3,245
251,12,4,244
251,12,5,243
251,12,6,240
251,12,7,239
251,12,8,238
251,12,9,237
251,18,0,250
251,18,1,247
251,18,2,246
251,18,3,245
251,18,4,244
251,18,5,243
251,18,6,240
251,18,7,239
251,18,8,238
251,18,9,237
252,0,0,251
252,0,1,250
252,0,2,247
252,0,3,246
252,0,4,245
252,0,5,244
252,0,6,243
252,0,7,240
252,0,8,239
252,0,9,238
252,6,0,251
252,6,1,250
252,6,2,247
252,6,3,246
252,6,4,245
252,6,5,244
252,6,6,243
252,6,7,240
252,6,8,239
252,6,9,238
252,12,0,251
252,12,1,250
252,12,2,247
252,12,3,246
252,12,4,245
252,12,5,244
252,12,6,243
252,12,7,240
252,12,8,239
252,12,9,238
252,18,0,251
252,18,1,250
252,18,2,247
252,18,3,246
252,18,4,245
252,18,5,244
252,18,6,243
252,18,7,240
252,18,8,239
252,18,9,238
253,0,0,252
253,0,1,251
253,0,2,250
253,0,3,247
253,0,4,246
253,0,5,245
253,0,6,244
253,0,7,243
253,0,8,240
253,0,9,239
253,6,0,252
253,6,1,251
253,6,2,250
253,6,3,247
253,6,4,246
253,6,5,245
253,6,6,244
253,6,7,243
253,6,8,240
253,6,9,239
253,12,0,252
253,12,1,251
253,12,2,250
253,12,3,247
253,12,4,246
253,12,5,245
253,12,6,244
253,12,7,243
253,12,8,240
253,12,9,239
253,18,0,252
253,18,1,251
253,18,2,250
253,18,3,247
253,18,4,246
253,18,5,245
253,18,6,244
253,18,7,243
253,18,8,240
253,18,9,239
254,0,0,253
254,0,1,252
254,0,2,251
254,0,3,250
254,0,4,247
254,0,5,246
254,0,6,245
254,0,7,244
254,0,8,243
254,0,9,240
254,6,0,253
254,6,1,252
254,6,2,251
254,6,3,250
254,6,4,247
254,6,5,246
254,6,6,245
254,6,7,244
254,6,8,243
254,6,9,240
254,12,0,253
254,12,1,252
254,12,2,251
254,12,3,250
254,12,4,247
254,12,5,246
254,12,6,245
254,12,7,244
254,12,8,243
254,12,9,240
254,18,0,253
254,18,1,252
254,18,2,251
254,18,3,250
254,18,4,247
254,18,5,246
254,18,6,245
254,18,7,244
254,18,8,243
254,18,9,240
255,0,0,249
255,0,1,248
255,0,2,242
255,0,3,241
255,0,4,235
255,0,5,234
255,0,6,228
255,0,7,227
255,0,8,221
255,0,9,220
255,6,0,249
255,6,1,248
255,6,2,242
255,6,3,241
255,6,4,235
255,6,5,234
255,6,6,228
255,6,7,227
255,6,8,221
255,6,9,220
255,12,0,249
255,12,1,248
255,12,2,242
255,12,3,241
255,12,4,235
255,12,5,234
255,12,6,228
255,12,7,227
255,12,8,221
255,12,9,220
255,18,0,249
255,18,1,248
255,18,2,242
255,18,3,241
255,18,4,235
255,18,5,234
255,18,6,228
255,18,7,227
255,18,8,221
255,18,9,220
256,0,0,255
256,0,1,249
256,0,2,248
256,0,3,242
256,0,4,241
256,0,5,235
256,0,6,234
256,0,7,228
256,0,8,227
256,0,9,221
256,6,0,255
256,6,1,249
256,6,2,248
256,6,3,242
256,6,4,241
256,6,5,235
256,6,6,234
256,6,7,228
256,6,8,227
256,6,9,221
256,12,0,255
256,12,1,249
256,12,2,248
256,12,3,242
256,12,4,241
256,12,5,235
256,12,6,234
256,12,7,228
256,12,8,227
256,12,9,221
256,18,0,255
256,18,1,249
256,18,2,248
256,18,3,242
256,18,4,241
256,18,5,235
256,18,6,234
256,18,7,228
256,18,8,227
256,18,9,221
257,0,0,254
257,0,1,253
257,0,2,252
257,0,3,251
257,0,4,250
257,0,5,247
257,0,6,246
257,0,7,245
257,0,8,244
257,0,9,243
257,6,0,254
257,6,1,253
257,6,2,252
257,6,3,251
257,6,4,250
257,6,5,247
257,6,6,246
257,6,7,245
257,6,8,244
257,6,9,243
257,12,0,254
257,12,1,253
257,12,2,252
257,12,3,251
257,12,4,250
257,12,5,247
257,12,6,246
257,12,7,245
257,12,8,244
257,12,9,243
257,18,0,254
257,18,1,253
257,18,2,252
257,18,3,251
257,18,4,250
257,18,5,247
257,18,6,246
257,18,7,245
257,18,8,244
257,18,9,243
258,0,0,257
258,0,1,254
258,0,2,253
258,0,3,252
258,0,4,251
258,0,5,250
258,0,6,247
258,0,7,246
258,0,8,245
258,0,9,244
258,6,0,257
258,6,1,254
258,6,2,253
258,6,3,252
258,6,4,251
258,6,5,250
258,6,6,247
258,6,7,246
258,6,8,245
258,6,9,244
258,12,0,257
258,12,1,254
258,12,2,253
258,12,3,252
258,12,4,251
258,12,5,250
258,12,6,247
258,12,7,246
258,12,8,245
258,12,9,244
258,18,0,257
258,18,1,254
258,18,2,253
258,18,3,252
258,18,4,251
258,18,5,250
258,18,6,247
258,18,7,246
258,18,8,245
258,18,9,244
259,0,0,258
259,0,1,257
259,0,2,254
259,0,3,253
259,0,4,252
259,0,5,251
259,0,6,250
259,0,7,247
259,0,8,246
259,0,9,245
259,6,0,258
259,6,1,257
259,6,2,254
259,6,3,253
259,6,4,252
259,6,5,251
259,6,6,250
259,6,7,247
259,6,8,246
259,6,9,245
259,12,0,258
259,12,1,257
259,12,2,254
259,12,3,253
259,12,4,252
259,12,5,251
259,12,6,250
259,12,7,247
259,12,8,246
259,12,9,245
259,18,0,258
259,18,1,257
259,18,2,254
259,18,3,253
259,18,4,252
259,18,5,251
259,18,6,250
259,18,7,247
259,18,8,246
259,18,9,245
260,0,0,259
260,0,1,258
260,0,2,257
260,0,3,254
260,0,4,253
260,0,5,252
260,0,6,251
260,0,7,250
260,0,8,247
260,0,9,246
260,6,0,259
260,6,1,258
260,6,2,257
260,6,3,254
260,6,4,253
260,6,5,252
260,6,6,251
260,6,7,250
260,6,8,247
260,6,9,246
260,12,0,259
260,12,1,258
260,12,2,257
260,12,3,254
260,12,4,253
260,12,5,252
260,12,6,251
260,12,7,250
260,12,8,247
260,12,9,246
260,18,0,259
260,18,1,258
260,18,2,257
260,18,3,254
260,18,4,253
260,18,5,252
260,18,6,251
260,18,7,250
260,18,8,247
260,18,9,246
261,0,0,260
261,0,1,259
261,0,2,258
261,0,3,257
261,0,4,254
261,0,5,253
261,0,6,252
261,0,7,251
261,0,8,250
261,0,9,247
261,6,0,260
261,6,1,259
261,6,2,258
261,6,3,257
261,6,4,254
261,6,5,253
261,6,6,252
261,6,7,251
261,6,8,250
261,6,9,247
261,12,0,260
261,12,1,259
261,12,2,258
261,12,3,257
261,12,4,254
261,12,5,253
261,12,6,252
261,12,7,251
261,12,8,250
261,12,9,247
261,18,0,260
261,18,1,259
261,18,2,258
261,18,3,257
261,18,4,254
261,18,5,253
261,18,6,252
261,18,7,251
261,18,8,250
261,18,9,247
262,0,0,256
262,0,1,255
262,0,2,249
262,0,3,248
262,0,4,242
262,0,5,241
262,0,6,235
262,0,7,234
262,0,8,228
262,0,9,227
262,6,0,256
262,6,1,255
262,6,2,249
262,6,3,248
262,6,4,242
262,6,5,241
262,6,6,235
262,6,7,234
262,6,8,228
262,6,9,227
262,12,0,256
262,12,1,255
262,12,2,249
262,12,3,248
262,12,4,242
262,12,5,241
262,12,6,235
262,12,7,234
262,12,8,228
262,12,9,227
262,18,0,256
262,18,1,255
262,18,2,249
262,18,3,248
262,18,4,242
262,18,5,241
262,18,6,235
262,18,7,234
262,18,8,228
262,18,9,227
263,0,0,262
263,0,1,256
263,0,2,255
263,0,3,249
263,0,4,248
263,0,5,242
263,0,6,241
263,0,7,235
263,0,8,234
263,0,9,228
263,6,0,262
263,6,1,256
263,6,2,255
263,6,3,249
263,6,4,248
263,6,5,242
263,6,6,241
263,6,7,235
263,6,8,234
263,6,9,228
263,12,0,262
263,12,1,256
263,12,2,255
263,12,3,249
263,12,4,248
263,12,5,242
263,12,6,241
263,12,7,235
263,12,8,234
263,12,9,228
263,18,0,262
263,18,1,256
263,18,2,255
263,18,3,249
263,18,4,248
263,18,5,242
263,18,6,241
263,18,7,235
263,18,8,234
263,18,9,228
264,0,0,261
264,0,1,260
264,0,2,259
264,0,3,258
264,0,4,257
264,0,5,254
264,0,6,253
264,0,7,252
264,0,8,251
264,0,9,250
264,6,0,261
264,6,1,260
264,6,2,259
264,6,3,258
264,6,4,257
264,6,5,254
264,6,6,253
264,6,7,252
264,6,8,251
264,6,9,250
264,12,0,261
264,12,1,260
264,12,2,259
264,12,3,258
264,12,4,257
264,12,5,254
264,12,6,253
264,12,7,252
264,12,8,251
264,12,9,250
264,18,0,261
264,18,1,260
264,18,2,259
264,18,3,258
264,18,4,257
264,18,5,254
264,18,6,253
264,18,7,252
264,18,8,251
264,18,9,250
265,0,0,264
265,0,1,261
265,0,2,260
265,0,3,259
265,0,4,258
265,0,5,257
265,0,6,254
265,0,7,253
265,0,8,252
265,0,9,251
265,6,0,264
265,6,1,261
265,6,2,260
265,6,3,259
265,6,4,258
265,6,5,257
265,6,6,254
265,6,7,253
265,6,8,252
265,6,9,251
265,12,0,264
265,12,1,261
265,12,2,260
265,12,3,259
265,12,4,258
265,12,5,257
265,12,6,254
265,12,7,253
265,12,8,252
265,12,9,251
265,18,0,264
265,18,1,261
265,18,2,260
265,18,3,259
265,18,4,258
265,18,5,257
265,18,6,254
265,18,7,253
265,18,8,252
265,18,9,251
266,0,0,265
266,0,1,264
266,0,2,261
266,0,3,260
266,0,4,259
266,0,5,258
266,0,6,257
266,0,7,254
266,0,8,253
266,0,9,252
266,6,0,265
266,6,1,264
266,6,2,261
266,6,3,260
266,6,4,259
266,6,5,258
266,6,6,257
266,6,7,254
266,6,8,253
266,6,9,252
266,12,0,265
266,12,1,264
266,12,2,261
266,12,3,260
266,12,4,259
266,12,5,258
266,12,6,257
266,12,7,254
266,12,8,253
266,12,9,252
266,18,0,265
266,18,1,264
266,18,2,261
266,18,3,260
266,18,4,259
266,18,5,258
266,18,6,257
266,18,7,254
266,18,8,253
266,18,9,252
267,0,0,266
267,0,1,265
267,0,2,264
267,0,3,261
267,0,4,260
267,0,5,259
267,0,6,258
267,0,7,257
267,0,8,254
267,0,9,253
267,6,0,266
267,6,1,265
267,6,2,264
267,6,3,261
267,6,4,260
267,6,5,259
267,6,6,258
267,6,7,257
267,6,8,254
267,6,9,253
267,12,0,266
267,12,1,265
267,12,2,264
267,12,3,261
267,12,4,260
267,12,5,259
267,12,6,258
267,12,7,257
267,12,8,254
267,12,9,253
267,18,0,266
267,18,1,265
267,18,2,264
267,18,3,261
267,18,4,260
267,18,5,259
267,18,6,258
267,18,7,257
267,18,8,254
267,18,9,253
268,0,0,267
268,0,1,266
268,0,2,265
268,0,3,264
268,0,4,261
268,0,5,260
268,0,6,259
268,0,7,258
268,0,8,257
268,0,9,254
268,6,0,267
268,6,1,266
268,6,2,265
268,6,3,264
268,6,4,261
268,6,5,260
268,6,6,259
268,6,7,258
268,6,8,257
268,6,9,254
268,12,0,267
268,12,1,266
268,12,2,265
268,12,3,264
268,12,4,261
268,12,5,260
268,12,6,259
268,12,7,258
268,12,8,257
268,12,9,254
268,18,0,267
268,18,1,266
268,18,2,265
268,18,3,264
268,18,4,261
268,18,5,260
268,18,6,259
268,18,7,258
268,18,8,257
268,18,9,254
269,0,0,263
269,0,1,262
269,0,2,256
269,0,3,255
269,0,4,249
269,0,5,248
269,0,6,242
269,0,7,241
269,0,8,235
269,0,9,234
269,6,0,263
269,6,1,262
269,6,2,256
269,6,3,255
269,6,4,249
269,6,5,248
269,6,6,242
269,6,7,241
269,6,8,235
269,6,9,234
269,12,0,263
269,12,1,262
269,12,2,256
269,12,3,255
269,12,4,249
269,12,5,248
269,12,6,242
269,12,7,241
269,12,8,235
269,12,9,234
269,18,0,263
269,18,1,262
269,18,2,256
269,18,3,255
269,18,4,249
269,18,5,248
269,18,6,242
269,18,7,241
269,18,8,235
269,18,9,234
270,0,0,269
270,0,1,263
270,0,2,262
270,0,3,256
270,0,4,255
270,0,5,249
270,0,6,248
270,0,7,242
270,0,8,241
270,0,9,235
270,6,0,269
270,6,1,263
270,6,2,262
270,6,3,256
270,6,4,255
270,6,5,249
270,6,6,248
270,6,7,242
270,6,8,241
270,6,9,235
270,12,0,269
270,12,1,263
270,12,2,262
270,12,3,256
270,12,4,255
270,12,5,249
270,12,6,248
270,12,7,242
270,12,8,241
270,12,9,235
270,18,0,269
270,18,1,263
270,18,2,262
270,18,3,256
270,18,4,255
270,18,5,249
270,18,6,248
270,18,7,242
270,18,8,241
270,18,9,235
271,0,0,268
271,0,1,267
271,0,2,266
271,0,3,265
271,0,4,264
271,0,5,261
271,0,6,260
271,0,7,259
271,0,8,258
271,0,9,257
271,6,0,268
271,6,1,267
271,6,2,266
271,6,3,265
271,6,4,264
271,6,5,261
271,6,6,260
271,6,7,259
271,6,8,258
271,6,9,257
271,12,0,268
271,12,1,267
271,12,2,266
271,12,3,265
271,12,4,264
271,12,5,261
271,12,6,260
271,12,7,259
271,12,8,258
271,12,9,257
271,18,0,268
271,18,1,267
271,18,2,266
271,18,3,265
271,18,4,264
271,18,5,261
271,18,6,260
271,18,7,259
271,18,8,258
271,18,9,257
272,0,0,271
272,0,1,268
272,0,2,267
272,0,3,266
272,0,4,265
272,0,5,264
272,0,6,261
272,0,7,260
272,0,8,259
272,0,9,258
272,6,0,271
272,6,1,268
272,6,2,267
272,6,3,266
272,6,4,265
272,6,5,264
272,6,6,261
272,6,7,260
272,6,8,259
272,6,9,258
272,12,0,271
272,12,1,268
272,12,2,267
272,12,3,266
272,12,4,265
272,12,5,264
272,12,6,261
272,12,7,260
272,12,8,259
272,12,9,258
272,18,0,271
272,18,1,268
272,18,2,267
272,18,3,266
272,18,4,265
272,18,5,264
272,18,6,261
272,18,7,260
272,18,8,259
272,18,9,258
273,0,0,272
273,0,1,271
273,0,2,268
273,0,3,267
273,0,4,266
273,0,5,265
273,0,6,264
273,0,7,261
273,0,8,260
273,0,9,259
273,6,0,272
273,6,1,271
273,6,2,268
273,6,3,267
273,6,4,266
273,6,5,265
273,6,6,264
273,6,7,261
273,6,8,260
273,6,9,259
273,12,0,272
273,12,1,271
273,12,2,268
273,12,3,267
273,12,4,266
273,12,5,265
273,12,6,264
273,12,7,261
273,12,8,260
273,12,9,259
273,18,0,272
273,18,1,271
273,18,2,268
273,18,3,267
273,18,4,266
273,18,5,265
273,18,6,264
273,18,7,261
273,18,8,260
273,18,9,259
274,0,0,273
274,0,1,272
274,0,2,271
274,0,3,268
274,0,4,267
274,0,5,266
274,0,6,265
274,0,7,264
274,0,8,261
274,0,9,260
274,6,0,273
274,6,1,272
274,6,2,271
274,6,3,268
274,6,4,267
274,6,5,266
274,6,6,265
274,6,7,264
274,6,8,261
274,6,9,260
274,12,0,273
274,12,1,272
274,12,2,271
274,12,3,268
274,12,4,267
274,12,5,266
274,12,6,265
274,12,7,264
274,12,8,261
274,12,9,260
274,18,0,273
274,18,1,272
274,18,2,271
274,18,3,268
274,18,4,267
274,18,5,266
274,18,6,265
274,18,7,264
274,18,8,261
274,18,9,260
275,0,0,274
275,0,1,273
275,0,2,272
275,0,3,271
275,0,4,268
275,0,5,267
275,0,6,266
275,0,7,265
275,0,8,264
275,0,9,261
275,6,0,274
275,6,1,273
275,6,2,272
275,6,3,271
275,6,4,268
275,6,5,267
275,6,6,266
275,6,7,265
275,6,8,264
275,6,9,261
275,12,0,274
275,12,1,273
275,12,2,272
275,12,3,271
275,12,4,268
275,12,5,267
275,12,6,266
275,12,7,265
275,12,8,264
275,12,9,261
275,18,0,274
275,18,1,273
275,18,2,272
275,18,3,271
275,18,4,268
275,18,5,267
275,18,6,266
275,18,7,265
275,18,8,264
275,18,9,261
276,0,0,270
276,0,1,269
276,0,2,263
276,0,3,262
276,0,4,256
276,0,5,255
276,0,6,249
276,0,7,248
276,0,8,242
276,0,9,241
276,6,0,270
276,6,1,269
276,6,2,263
276,6,3,262
276,6,4,256
276,6,5,255
276,6,6,249
276,6,7,248
276,6,8,242
276,6,9,241
276,12,0,270
276,12,1,269
276,12,2,263
276,12,3,262
276,12,4,256
276,12,5,255
276,12,6,249
276,12,7,248
276,12,8,242
276,12,9,241
276,18,0,270
276,18,1,269
276,18,2,263
276,18,3,262
276,18,4,256
276,18,5,255
276,18,6,249
276,18,7,248
276,18,8,242
276,18,9,241
277,0,0,276
277,0,1,270
277,0,2,269
277,0,3,263
277,0,4,262
277,0,5,256
277,0,6,255
277,0,7,249
277,0,8,248
277,0,9,242
277,6,0,276
277,6,1,270
277,6,2,269
277,6,3,263
277,6,4,262
277,6,5,256
277,6,6,255
277,6,7,249
277,6,8,248
277,6,9,242
277,12,0,276
277,12,1,270
277,12,2,269
277,12,3,263
277,12,4,262
277,12,5,256
277,12,6,255
277,12,7,249
277,12,8,248
277,12,9,242
277,18,0,276
277,18,1,270
277,18,2,269
277,18,3,263
277,18,4,262
277,18,5,256
277,18,6,255
277,18,7,249
277,18,8,248
277,18,9,242
278,0,0,275
278,0,1,274
278,0,2,273
278,0,3,272
278,0,4,271
278,0,5,268
278,0,6,267
278,0,7,266
278,0,8,265
278,0,9,264
278,6,0,275
278,6,1,274
278,6,2,273
278,6,3,272
278,6,4,271
278,6,5,268
278,6,6,267
278,6,7,266
278,6,8,265
278,6,9,264
278,12,0,275
278,12,1,274
278,12,2,273
278,12,3,272
278,12,4,271
278,12,5,268
278,12,6,267
278,12,7,266
278,12,8,265
278,12,9,264
278,18,0,275
278,18,1,274
278,18,2,273
278,18,3,272
278,18,4,271
278,18,5,268
278,18,6,267
278,18,7,266
278,18,8,265
278,18,9,264
279,0,0,278
279,0,1,275
279,0,2,274
279,0,3,273
279,0,4,272
279,0,5,271
279,0,6,268
279,0,7,267
279,0,8,266
279,0,9,265
279,6,0,278
279,6,1,275
279,6,2,274
279,6,3,273
279,6,4,272
279,6,5,271
279,6,6,268
279,6,7,267
279,6,8,266
279,6,9,265
279,12,0,278
279,12,1,275
279,12,2,274
279,12,3,273
279,12,4,272
279,12,5,271
279,12,6,268
279,12,7,267
279,12,8,266
279,12,9,265
279,18,0,278
279,18,1,275
279,18,2,274
279,18,3,273
279,18,4,272
279,18,5,271
279,18,6,268
279,18,7,267
279,18,8,266
279,18,9,265
280,0,0,279
280,0,1,278
280,0,2,275
280,0,3,274
280,0,4,273
280,0,5,272
280,0,6,271
280,0,7,268
280,0,8,267
280,0,9,266
280,6,0,279
280,6,1,278
280,6,2,275
280,6,3,274
280,6,4,273
280,6,5,272
280,6,6,271
280,6,7,268
280,6,8,267
280,6,9,266
280,12,0,279
280,12,1,278
280,12,2,275
280,12,3,274
280,12,4,273
280,12,5,272
280,12,6,271
280,12,7,268
280,12,8,267
280,12,9,266
280,18,0,279
280,18,1,278
280,18,2,275
280,18,3,274
280,18,4,273
280,18,5,272
280,18,6,271
280,18,7,268
280,18,8,267
280,18,9,266
281,0,0,280
281,0,1,279
281,0,2,278
281,0,3,275
281,0,4,274
281,0,5,273
281,0,6,272
281,0,7,271
281,0,8,268
281,0,9,267
281,6,0,280
281,6,1,279
281,6,2,278
281,6,3,275
281,6,4,274
281,6,5,273
281,6,6,272
281,6,7,271
281,6,8,268
281,6,9,267
281,12,0,280
281,12,1,279
281,12,2,278
281,12,3,275
281,12,4,274
281,12,5,273
281,12,6,272
281,12,7,271
281,12,8,268
281,12,9,267
281,18,0,280
281,18,1,279
281,18,2,278
281,18,3,275
281,18,4,274
281,18,5,273
281,18,6,272
281,18,7,271
281,18,8,268
281,18,9,267
282,0,0,281
282,0,1,280
282,0,2,279
282,0,3,278
282,0,4,275
282,0,5,274
282,0,6,273
282,0,7,272
282,0,8,271
282,0,9,268
282,6,0,281
282,6,1,280
282,6,2,279
282,6,3,278
282,6,4,275
282,6,5,274
282,6,6,273
282,6,7,272
282,6,8,271
282,6,9,268
282,12,0,281
282,12,1,280
282,12,2,279
282,12,3,278
282,12,4,275
282,12,5,274
282,12,6,273
282,12,7,272
282,12,8,271
282,12,9,268
282,18,0,281
282,18,1,280
282,18,2,279
282,18,3,278
282,18,4,275
282,18,5,274
282,18,6,273
282,18,7,272
282,18,8,271
282,18,9,268
283,0,0,277
283,0,1,276
283,0,2,270
283,0,3,269
283,0,4,263
283,0,5,262
283,0,6,256
283,0,7,255
283,0,8,249
283,0,9,248
283,6,0,277
283,6,1,276
283,6,2,270
283,6,3,269
283,6,4,263
283,6,5,262
283,6,6,256
283,6,7,255
283,6,8,249
283,6,9,248
283,12,0,277
283,12,1,276
283,12,2,270
283,12,3,269
283,12,4,263
283,12,5,262
283,12,6,256
283,12,7,255
283,12,8,249
283,12,9,248
283,18,0,277
283,18,1,276
283,18,2,270
283,18,3,269
283,18,4,263
283,18,5,262
283,18,6,256
283,18,7,255
283,18,8,249
283,18,9,248
284,0,0,283
284,0,1,277
284,0,2,276
284,0,3,270
284,0,4,269
284,0,5,263
284,0,6,262
284,0,7,256
284,0,8,255
284,0,9,249
284,6,0,283
284,6,1,277
284,6,2,276
284,6,3,270
284,6,4,269
284,6,5,263
284,6,6,262
284,6,7,256
284,6,8,255
284,6,9,249
284,12,0,283
284,12,1,277
284,12,2,276
284,12,3,270
284,12,4,269
284,12,5,263
284,12,6,262
284,12,7,256
284,12,8,255
284,12,9,249
284,18,0,283
284,18,1,277
284,18,2,276
284,18,3,270
284,18,4,269
284,18,5,263
284,18,6,262
284,18,7,256
284,18,8,255
284,18,9,249
285,0,0,282
285,0,1,281
285,0,2,280
285,0,3,279
285,0,4,278
285,0,5,275
285,0,6,274
285,0,7,273
285,0,8,272
285,0,9,271
285,6,0,282
285,6,1,281
285,6,2,280
285,6,3,279
285,6,4,278
285,6,5,275
285,6,6,274
285,6,7,273
285,6,8,272
285,6,9,271
285,12,0,282
285,12,1,281
285,12,2,280
285,12,3,279
285,12,4,278
285,12,5,275
285,12,6,274
285,12,7,273
285,12,8,272
285,12,9,271
285,18,0,282
285,18,1,281
285,18,2,280
285,18,3,279
285,18,4,278
285,18,5,275
285,18,6,274
285,18,7,273
285,18,8,272
285,18,9,271
286,0,0,285
286,0,1,282
286,0,2,281
286,0,3,280
286,0,4,279
286,0,5,278
286,0,6,275
286,0,7,274
286,0,8,273
286,0,9,272
286,6,0,285
286,6,1,282
286,6,2,281
286,6,3,280
286,6,4,279
286,6,5,278
286,6,6,275
286,6,7,274
286,6,8,273
286,6,9,272
286,12,0,285
286,12,1,282
286,12,2,281
286,12,3,280
286,12,4,279
286,12,5,278
286,12,6,275
286,12,7,274
286,12,8,273
286,12,9,272
286,18,0,285
286,18,1,282
286,18,2,281
286,18,3,280
286,18,4,279
286,18,5,278
286,18,6,275
286,18,7,274
286,18,8,273
286,18,9,272
287,0,0,286
287,0,1,285
287,0,2,282
287,0,3,281
287,0,4,280
287,0,5,279
287,0,6,278
287,0,7,275
287,0,8,274
287,0,9,273
287,6,0,286
287,6,1,285
287,6,2,282
287,6,3,281
287,6,4,280
287,6,5,279
287,6,6,278
287,6,7,275
287,6,8,274
287,6,9,273
287,12,0,286
287,12,1,285
287,12,2,282
287,12,3,281
287,12,4,280
287,12,5,279
287,12,6,278
287,12,7,275
287,12,8,274
287,12,9,273
287,18,0,286
287,18,1,285
287,18,2,282
287,18,3,281
287,18,4,280
287,18,5,279
287,18,6,278
287,18,7,275
287,18,8,274
287,18,9,273
288,0,0,287
288,0,1,286
288,0,2,285
288,0,3,282
288,0,4,281
288,0,5,280
288,0,6,279
288,0,7,278
288,0,8,275
288,0,9,274
288,6,0,287
288,6,1,286
288,6,2,285
288,6,3,282
288,6,4,281
288,6,5,280
288,6,6,279
288,6,7,278
288,6,8,275
288,6,9,274
288,12,0,287
288,12,1,286
288,12,2,285
288,12,3,282
288,12,4,281
288,12,5,280
288,12,6,279
288,12,7,278
288,12,8,275
288,12,9,274
288,18,0,287
288,18,1,286
288,18,2,285
288,18,3,282
288,18,4,281
288,18,5,280
288,18,6,279
288,18,7,278
288,18,8,275
288,18,9,274
289,0,0,288
289,0,1,287
289,0,2,286
289,0,3,285
289,0,4,282
289,0,5,281
289,0,6,280
289,0,7,279
289,0,8,278
289,0,9,275
289,6,0,288
289,6,1,287
289,6,2,286
289,6,3,285
289,6,4,282
289,6,5,281
289,6,6,280
289,6,7,279
289,6,8,278
289,6,9,275
289,12,0,288
289,12,1,287
289,12,2,286
289,12,3,285
289,12,4,282
289,12,5,281
289,12,6,280
289,12,7,279
289,12,8,278
289,12,9,275
289,18,0,288
289,18,1,287
289,18,2,286
289,18,3,285
289,18,4,282
289,18,5,281
289,18,6,280
289,18,7,279
289,18,8,278
289,18,9,275
290,0,0,284
290,0,1,283
290,0,2,277
290,0,3,276
290,0,4,270
290,0,5,269
290,0,6,263
290,0,7,262
290,0,8,256
290,0,9,255
290,6,0,284
290,6,1,283
290,6,2,277
290,6,3,276
290,6,4,270
290,6,5,269
290,6,6,263
290,6,7,262
290,6,8,256
290,6,9,255
290,12,0,284
290,12,1,283
290,12,2,277
290,12,3,276
290,12,4,270
290,12,5,269
290,12,6,263
290,12,7,262
290,12,8,256
290,12,9,255
290,18,0,284
290,18,1,283
290,18,2,277
290,18,3,276
290,18,4,270
290,18,5,269
290,18,6,263
290,18,7,262
290,18,8,256
290,18,9,255
291,0,0,290
291,0,1,284
291,0,2,283
291,0,3,277
291,0,4,276
291,0,5,270
291,0,6,269
291,0,7,263
291,0,8,262
291,0,9,256
291,6,0,290
291,6,1,284
291,6,2,283
291,6,3,277
291,6,4,276
291,6,5,270
291,6,6,269
291,6,7,263
291,6,8,262
291,6,9,256
291,12,0,290
291,12,1,284
291,12,2,283
291,12,3,277
291,12,4,276
291,12,5,270
291,12,6,269
291,12,7,263
291,12,8,262
291,12,9,256
291,18,0,290
291,18,1,284
291,18,2,283
291,18,3,277
291,18,4,276
291,18,5,270
291,18,6,269
291,18,7,263
291,18,8,262
291,18,9,256
292,0,0,289
292,0,1,288
292,0,2,287
292,0,3,286
292,0,4,285
292,0,5,282
292,0,6,281
292,0,7,280
292,0,8,279
292,0,9,278
292,6,0,289
292,6,1,288
292,6,2,287
292,6,3,286
292,6,4,285
292,6,5,282
292,6,6,281
292,6,7,280
292,6,8,279
292,6,9,278
292,12,0,289
292,12,1,288
292,12,2,287
292,12,3,286
292,12,4,285
292,12,5,282
292,12,6,281
292,12,7,280
292,12,8,279
292,12,9,278
