day,issue_hour,scenario,historical_day
118,0,2,113
118,0,3,112
118,0,4,111
118,0,5,110
118,0,6,107
118,0,7,106
118,0,8,105
118,0,9,104
118,6,0,117
118,6,1,114
118,6,2,113
118,6,3,112
118,6,4,111
118,6,5,110
118,6,6,107
118,6,7,106
118,6,8,105
118,6,9,104
118,12,0,117
118,12,1,114
118,12,2,113
118,12,3,112
118,12,4,111
118,12,5,110
118,12,6,107
118,12,7,106
118,12,8,105
118,12,9,104
118,18,0,117
118,18,1,114
118,18,2,113
118,18,3,112
118,18,4,111
118,18,5,110
118,18,6,107
118,18,7,106
118,18,8,105
118,18,9,104
119,0,0,118
119,0,1,117
119,0,2,114
119,0,3,113
119,0,4,112
119,0,5,111
119,0,6,110
119,0,7,107
119,0,8,106
119,0,9,105
119,6,0,118
119,6,1,117
119,6,2,114
119,6,3,113
119,6,4,112
119,6,5,111
119,6,6,110
119,6,7,107
119,6,8,106
119,6,9,105
119,12,0,118
119,12,1,117
119,12,2,114
119,12,3,113
119,12,4,112
119,12,5,111
119,12,6,110
119,12,7,107
119,12,8,106
119,12,9,105
119,18,0,118
119,18,1,117
119,18,2,114
119,18,3,113
119,18,4,112
119,18,5,111
119,18,6,110
119,18,7,107
119,18,8,106
119,18,9,105
120,0,0,119
120,0,1,118
120,0,2,117
120,0,3,114
120,0,4,113
120,0,5,112
120,0,6,111
120,0,7,110
120,0,8,107
120,0,9,106
120,6,0,119
120,6,1,118
120,6,2,117
120,6,3,114
120,6,4,113
120,6,5,112
120,6,6,111
120,6,7,110
120,6,8,107
120,6,9,106
120,12,0,119
120,12,1,118
120,12,2,117
120,12,3,114
120,12,4,113
120,12,5,112
120,12,6,111
120,12,7,110
120,12,8,107
120,12,9,106
120,18,0,119
120,18,1,118
120,18,2,117
120,18,3,114
120,18,4,113
120,18,5,112
120,18,6,111
120,18,7,110
120,18,8,107
120,18,9,106
121,0,0,120
121,0,1,119
121,0,2,118
121,0,3,117
121,0,4,114
121,0,5,113
121,0,6,112
121,0,7,111
121,0,8,110
121,0,9,107
121,6,0,120
121,6,1,119
121,6,2,118
121,6,3,117
121,6,4,114
121,6,5,113
121,6,6,112
121,6,7,111
121,6,8,110
121,6,9,107
121,12,0,120
121,12,1,119
121,12,2,118
121,12,3,117
121,12,4,114
121,12,5,113
121,12,6,112
121,12,7,111
121,12,8,110
121,12,9,107
121,18,0,120
121,18,1,119
121,18,2,118
121,18,3,117
121,18,4,114
121,18,5,113
121,18,6,112
121,18,7,111
121,18,8,110
121,18,9,107
122,0,0,116
122,0,1,115
122,0,2,109
122,0,3,108
122,0,4,102
122,0,5,101
122,0,6,95
122,0,7,94
122,0,8,88
122,0,9,87
122,6,0,116
122,6,1,115
122,6,2,109
122,6,3,108
122,6,4,102
122,6,5,101
122,6,6,95
122,6,7,94
122,6,8,88
122,6,9,87
122,12,0,116
122,12,1,115
122,12,2,109
122,12,3,108
122,12,4,102
122,12,5,101
122,12,6,95
122,12,7,94
122,12,8,88
122,12,9,87
122,18,0,116
122,18,1,115
122,18,2,109
122,18,3,108
122,18,4,102
122,18,5,101
122,18,6,95
122,18,7,94
122,18,8,88
122,18,9,87
123,0,0,122
123,0,1,116
123,0,2,115
123,0,3,109
123,0,4,108
123,0,5,102
123,0,6,101
123,0,7,95
123,0,8,94
123,0,9,88
123,6,0,122
123,6,1,116
123,6,2,115
123,6,3,109
123,6,4,108
123,6,5,102
123,6,6,101
123,6,7,95
123,6,8,94
123,6,9,88
123,12,0,122
123,12,1,116
123,12,2,115
123,12,3,109
123,12,4,108
123,12,5,102
123,12,6,101
123,12,7,95
123,12,8,94
123,12,9,88
123,18,0,122
123,18,1,116
123,18,2,115
123,18,3,109
123,18,4,108
123,18,5,102
123,18,6,101
123,18,7,95
123,18,8,94
123,18,9,88
124,0,0,121
124,0,1,120
124,0,2,119
124,0,3,118
124,0,4,117
124,0,5,114
124,0,6,113
124,0,7,112
124,0,8,111
124,0,9,110
124,6,0,121
124,6,1,120
124,6,2,119
124,6,3,118
124,6,4,117
124,6,5,114
124,6,6,113
124,6,7,112
124,6,8,111
124,6,9,110
124,12,0,121
124,12,1,120
124,12,2,119
124,12,3,118
124,12,4,117
124,12,5,114
124,12,6,113
124,12,7,112
124,12,8,111
124,12,9,110
124,18,0,121
124,18,1,120
124,18,2,119
124,18,3,118
124,18,4,117
124,18,5,114
124,18,6,113
124,18,7,112
124,18,8,111
124,18,9,110
125,0,0,124
125,0,1,121
125,0,2,120
125,0,3,119
125,0,4,118
125,0,5,117
125,0,6,114
125,0,7,113
125,0,8,112
125,0,9,111
125,6,0,124
125,6,1,121
125,6,2,120
125,6,3,119
125,6,4,118
125,6,5,117
125,6,6,114
125,6,7,113
125,6,8,112
125,6,9,111
125,12,0,124
125,12,1,121
125,12,2,120
125,12,3,119
125,12,4,118
125,12,5,117
125,12,6,114
125,12,7,113
125,12,8,112
125,12,9,111
125,18,0,124
125,18,1,121
125,18,2,120
125,18,3,119
125,18,4,118
125,18,5,117
125,18,6,114
125,18,7,113
125,18,8,112
125,18,9,111
126,0,0,125
126,0,1,124
126,0,2,121
126,0,3,120
126,0,4,119
126,0,5,118
126,0,6,117
126,0,7,114
126,0,8,113
126,0,9,112
126,6,0,125
126,6,1,124
126,6,2,121
126,6,3,120
126,6,4,119
126,6,5,118
126,6,6,117
126,6,7,114
126,6,8,113
126,6,9,112
126,12,0,125
126,12,1,124
126,12,2,121
126,12,3,120
126,12,4,119
126,12,5,118
126,12,6,117
126,12,7,114
126,12,8,113
126,12,9,112
126,18,0,125
126,18,1,124
126,18,2,121
126,18,3,120
126,18,4,119
126,18,5,118
126,18,6,117
126,18,7,114
126,18,8,113
126,18,9,112
127,0,0,126
127,0,1,125
127,0,2,124
127,0,3,121
127,0,4,120
127,0,5,119
127,0,6,118
127,0,7,117
127,0,8,114
127,0,9,113
127,6,0,126
127,6,1,125
127,6,2,124
127,6,3,121
127,6,4,120
127,6,5,119
127,6,6,118
127,6,7,117
127,6,8,114
127,6,9,113
127,12,0,126
127,12,1,125
127,12,2,124
127,12,3,121
127,12,4,120
127,12,5,119
127,12,6,118
127,12,7,117
127,12,8,114
127,12,9,113
127,18,0,126
127,18,1,125
127,18,2,124
127,18,3,121
127,18,4,120
127,18,5,119
127,18,6,118
127,18,7,117
127,18,8,114
127,18,9,113
128,0,0,127
128,0,1,126
128,0,2,125
128,0,3,124
128,0,4,121
128,0,5,120
128,0,6,119
128,0,7,118
128,0,8,117
128,0,9,114
128,6,0,127
128,6,1,126
128,6,2,125
128,6,3,124
128,6,4,121
128,6,5,120
128,6,6,119
128,6,7,118
128,6,8,117
128,6,9,114
128,12,0,127
128,12,1,126
128,12,2,125
128,12,3,124
128,12,4,121
128,12,5,120
128,12,6,119
128,12,7,118
128,12,8,117
128,12,9,114
128,18,0,127
128,18,1,126
128,18,2,125
128,18,3,124
128,18,4,121
128,18,5,120
128,18,6,119
128,18,7,118
128,18,8,117
128,18,9,114
129,0,0,123
129,0,1,122
129,0,2,116
129,0,3,115
129,0,4,109
129,0,5,108
129,0,6,102
129,0,7,101
129,0,8,95
129,0,9,94
129,6,0,123
129,6,1,122
129,6,2,116
129,6,3,115
129,6,4,109
129,6,5,108
129,6,6,102
129,6,7,101
129,6,8,95
129,6,9,94
129,12,0,123
129,12,1,122
129,12,2,116
129,12,3,115
129,12,4,109
129,12,5,108
129,12,6,102
129,12,7,101
129,12,8,95
129,12,9,94
129,18,0,123
129,18,1,122
129,18,2,116
129,18,3,115
129,18,4,109
129,18,5,108
129,18,6,102
129,18,7,101
129,18,8,95
129,18,9,94
130,0,0,129
130,0,1,123
130,0,2,122
130,0,3,116
130,0,4,115
130,0,5,109
130,0,6,108
130,0,7,102
130,0,8,101
130,0,9,95
130,6,0,129
130,6,1,123
130,6,2,122
130,6,3,116
130,6,4,115
130,6,5,109
130,6,6,108
130,6,7,102
130,6,8,101
130,6,9,95
130,12,0,129
130,12,1,123
130,12,2,122
130,12,3,116
130,12,4,115
130,12,5,109
130,12,6,108
130,12,7,102
130,12,8,101
130,12,9,95
130,18,0,129
130,18,1,123
130,18,2,122
130,18,3,116
130,18,4,115
130,18,5,109
130,18,6,108
130,18,7,102
130,18,8,101
130,18,9,95
131,0,0,128
131,0,1,127
131,0,2,126
131,0,3,125
131,0,4,124
131,0,5,121
131,0,6,120
131,0,7,119
131,0,8,118
131,0,9,117
131,6,0,128
131,6,1,127
131,6,2,126
131,6,3,125
131,6,4,124
131,6,5,121
131,6,6,120
131,6,7,119
131,6,8,118
131,6,9,117
131,12,0,128
131,12,1,127
131,12,2,126
131,12,3,125
131,12,4,124
131,12,5,121
131,12,6,120
131,12,7,119
131,12,8,118
131,12,9,117
131,18,0,128
131,18,1,127
131,18,2,126
131,18,3,125
131,18,4,124
131,18,5,121
131,18,6,120
131,18,7,119
131,18,8,118
131,18,9,117
132,0,0,131
132,0,1,128
132,0,2,127
132,0,3,126
132,0,4,125
132,0,5,124
132,0,6,121
132,0,7,120
132,0,8,119
132,0,9,118
132,6,0,131
132,6,1,128
132,6,2,127
132,6,3,126
132,6,4,125
132,6,5,124
132,6,6,121
132,6,7,120
132,6,8,119
132,6,9,118
132,12,0,131
132,12,1,128
132,12,2,127
132,12,3,126
132,12,4,125
132,12,5,124
132,12,6,121
132,12,7,120
132,12,8,119
132,12,9,118
132,18,0,131
132,18,1,128
132,18,2,127
132,18,3,126
132,18,4,125
132,18,5,124
132,18,6,121
132,18,7,120
132,18,8,119
132,18,9,118
133,0,0,132
133,0,1,131
133,0,2,128
133,0,3,127
133,0,4,126
133,0,5,125
133,0,6,124
133,0,7,121
133,0,8,120
133,0,9,119
133,6,0,132
133,6,1,131
133,6,2,128
133,6,3,127
133,6,4,126
133,6,5,125
133,6,6,124
133,6,7,121
133,6,8,120
133,6,9,119
133,12,0,132
133,12,1,131
133,12,2,128
133,12,3,127
133,12,4,126
133,12,5,125
133,12,6,124
133,12,7,121
133,12,8,120
133,12,9,119
133,18,0,132
133,18,1,131
133,18,2,128
133,18,3,127
133,18,4,126
133,18,5,125
133,18,6,124
133,18,7,121
133,18,8,120
133,18,9,119
134,0,0,133
134,0,1,132
134,0,2,131
134,0,3,128
134,0,4,127
134,0,5,126
134,0,6,125
134,0,7,124
134,0,8,121
134,0,9,120
134,6,0,133
134,6,1,132
134,6,2,131
134,6,3,128
134,6,4,127
134,6,5,126
134,6,6,125
134,6,7,124
134,6,8,121
134,6,9,120
134,12,0,133
134,12,1,132
134,12,2,131
134,12,3,128
134,12,4,127
134,12,5,126
134,12,6,125
134,12,7,124
134,12,8,121
134,12,9,120
134,18,0,133
134,18,1,132
134,18,2,131
134,18,3,128
134,18,4,127
134,18,5,126
134,18,6,125
134,18,7,124
134,18,8,121
134,18,9,120
135,0,0,134
135,0,1,133
135,0,2,132
135,0,3,131
135,0,4,128
135,0,5,127
135,0,6,126
135,0,7,125
135,0,8,124
135,0,9,121
135,6,0,134
135,6,1,133
135,6,2,132
135,6,3,131
135,6,4,128
135,6,5,127
135,6,6,126
135,6,7,125
135,6,8,124
135,6,9,121
135,12,0,134
135,12,1,133
135,12,2,132
135,12,3,131
135,12,4,128
135,12,5,127
135,12,6,126
135,12,7,125
135,12,8,124
135,12,9,121
135,18,0,134
135,18,1,133
135,18,2,132
135,18,3,131
135,18,4,128
135,18,5,127
135,18,6,126
135,18,7,125
135,18,8,124
135,18,9,121
136,0,0,130
136,0,1,129
136,0,2,123
136,0,3,122
136,0,4,116
136,0,5,115
136,0,6,109
136,0,7,108
136,0,8,102
136,0,9,101
136,6,0,130
136,6,1,129
136,6,2,123
136,6,3,122
136,6,4,116
136,6,5,115
136,6,6,109
136,6,7,108
136,6,8,102
136,6,9,101
136,12,0,130
136,12,1,129
136,12,2,123
136,12,3,122
136,12,4,116
136,12,5,115
136,12,6,109
136,12,7,108
136,12,8,102
136,12,9,101
136,18,0,130
136,18,1,129
136,18,2,123
136,18,3,122
136,18,4,116
136,18,5,115
136,18,6,109
136,18,7,108
136,18,8,102
136,18,9,101
137,0,0,136
137,0,1,130
137,0,2,129
137,0,3,123
137,0,4,122
137,0,5,116
137,0,6,115
137,0,7,109
137,0,8,108
137,0,9,102
137,6,0,136
137,6,1,130
137,6,2,129
137,6,3,123
137,6,4,122
137,6,5,116
137,6,6,115
137,6,7,109
137,6,8,108
137,6,9,102
137,12,0,136
137,12,1,130
137,12,2,129
137,12,3,123
137,12,4,122
137,12,5,116
137,12,6,115
137,12,7,109
137,12,8,108
137,12,9,102
137,18,0,136
137,18,1,130
137,18,2,129
137,18,3,123
137,18,4,122
137,18,5,116
137,18,6,115
137,18,7,109
137,18,8,108
137,18,9,102
138,0,0,135
138,0,1,134
138,0,2,133
138,0,3,132
138,0,4,131
138,0,5,128
138,0,6,127
138,0,7,126
138,0,8,125
138,0,9,124
138,6,0,135
138,6,1,134
138,6,2,133
138,6,3,132
138,6,4,131
138,6,5,128
138,6,6,127
138,6,7,126
138,6,8,125
138,6,9,124
138,12,0,135
138,12,1,134
138,12,2,133
138,12,3,132
138,12,4,131
138,12,5,128
138,12,6,127
138,12,7,126
138,12,8,125
138,12,9,124
138,18,0,135
138,18,1,134
138,18,2,133
138,18,3,132
138,18,4,131
138,18,5,128
138,18,6,127
138,18,7,126
138,18,8,125
138,18,9,124
139,0,0,138
139,0,1,135
139,0,2,134
139,0,3,133
139,0,4,132
139,0,5,131
139,0,6,128
139,0,7,127
139,0,8,126
139,0,9,125
139,6,0,138
139,6,1,135
139,6,2,134
139,6,3,133
139,6,4,132
139,6,5,131
139,6,6,128
139,6,7,127
139,6,8,126
139,6,9,125
139,12,0,138
139,12,1,135
139,12,2,134
139,12,3,133
139,12,4,132
139,12,5,131
139,12,6,128
139,12,7,127
139,12,8,126
139,12,9,125
139,18,0,138
139,18,1,135
139,18,2,134
139,18,3,133
139,18,4,132
139,18,5,131
139,18,6,128
139,18,7,127
139,18,8,126
139,18,9,125
140,0,0,139
140,0,1,138
140,0,2,135
140,0,3,134
140,0,4,133
140,0,5,132
140,0,6,131
140,0,7,128
140,0,8,127
140,0,9,126
140,6,0,139
140,6,1,138
140,6,2,135
140,6,3,134
140,6,4,133
140,6,5,132
140,6,6,131
140,6,7,128
140,6,8,127
140,6,9,126
140,12,0,139
140,12,1,138
140,12,2,135
140,12,3,134
140,12,4,133
140,12,5,132
140,12,6,131
140,12,7,128
140,12,8,127
140,12,9,126
140,18,0,139
140,18,1,138
140,18,2,135
140,18,3,134
140,18,4,133
140,18,5,132
140,18,6,131
140,18,7,128
140,18,8,127
140,18,9,126
141,0,0,140
141,0,1,139
141,0,2,138
141,0,3,135
141,0,4,134
141,0,5,133
141,0,6,132
141,0,7,131
141,0,8,128
141,0,9,127
141,6,0,140
141,6,1,139
141,6,2,138
141,6,3,135
141,6,4,134
141,6,5,133
141,6,6,132
141,6,7,131
141,6,8,128
141,6,9,127
141,12,0,140
141,12,1,139
141,12,2,138
141,12,3,135
141,12,4,134
141,12,5,133
141,12,6,132
141,12,7,131
141,12,8,128
141,12,9,127
141,18,0,140
141,18,1,139
141,18,2,138
141,18,3,135
141,18,4,134
141,18,5,133
141,18,6,132
141,18,7,131
141,18,8,128
141,18,9,127
142,0,0,141
142,0,1,140
142,0,2,139
142,0,3,138
142,0,4,135
142,0,5,134
142,0,6,133
142,0,7,132
142,0,8,131
142,0,9,128
142,6,0,141
142,6,1,140
142,6,2,139
142,6,3,138
142,6,4,135
142,6,5,134
142,6,6,133
142,6,7,132
142,6,8,131
142,6,9,128
142,12,0,141
142,12,1,140
142,12,2,139
142,12,3,138
142,12,4,135
142,12,5,134
142,12,6,133
142,12,7,132
142,12,8,131
142,12,9,128
142,18,0,141
142,18,1,140
142,18,2,139
142,18,3,138
142,18,4,135
142,18,5,134
142,18,6,133
142,18,7,132
142,18,8,131
142,18,9,128
143,0,0,137
143,0,1,136
143,0,2,130
143,0,3,129
143,0,4,123
143,0,5,122
143,0,6,116
143,0,7,115
143,0,8,109
143,0,9,108
143,6,0,137
143,6,1,136
143,6,2,130
143,6,3,129
143,6,4,123
143,6,5,122
143,6,6,116
143,6,7,115
143,6,8,109
143,6,9,108
143,12,0,137
143,12,1,136
143,12,2,130
143,12,3,129
143,12,4,123
143,12,5,122
143,12,6,116
143,12,7,115
143,12,8,109
143,12,9,108
143,18,0,137
143,18,1,136
143,18,2,130
143,18,3,129
143,18,4,123
143,18,5,122
143,18,6,116
143,18,7,115
143,18,8,109
143,18,9,108
144,0,0,143
144,0,1,137
144,0,2,136
144,0,3,130
144,0,4,129
144,0,5,123
144,0,6,122
144,0,7,116
144,0,8,115
144,0,9,109
144,6,0,143
144,6,1,137
144,6,2,136
144,6,3,130
144,6,4,129
144,6,5,123
144,6,6,122
144,6,7,116
144,6,8,115
144,6,9,109
144,12,0,143
144,12,1,137
144,12,2,136
144,12,3,130
144,12,4,129
144,12,5,123
144,12,6,122
144,12,7,116
144,12,8,115
144,12,9,109
144,18,0,143
144,18,1,137
144,18,2,136
144,18,3,130
144,18,4,129
144,18,5,123
144,18,6,122
144,18,7,116
144,18,8,115
144,18,9,109
145,0,0,142
145,0,1,141
145,0,2,140
145,0,3,139
145,0,4,138
145,0,5,135
145,0,6,134
145,0,7,133
145,0,8,132
145,0,9,131
145,6,0,142
145,6,1,141
145,6,2,140
145,6,3,139
145,6,4,138
145,6,5,135
145,6,6,134
145,6,7,133
145,6,8,132
145,6,9,131
145,12,0,142
145,12,1,141
145,12,2,140
145,12,3,139
145,12,4,138
145,12,5,135
145,12,6,134
145,12,7,133
145,12,8,132
145,12,9,131
145,18,0,142
145,18,1,141
145,18,2,140
145,18,3,139
145,18,4,138
145,18,5,135
145,18,6,134
145,18,7,133
145,18,8,132
145,18,9,131
146,0,0,145
146,0,1,142
146,0,2,141
146,0,3,140
146,0,4,139
146,0,5,138
146,0,6,135
146,0,7,134
146,0,8,133
146,0,9,132
146,6,0,145
146,6,1,142
146,6,2,141
146,6,3,140
146,6,4,139
146,6,5,138
146,6,6,135
146,6,7,134
146,6,8,133
146,6,9,132
146,12,0,145
146,12,1,142
146,12,2,141
146,12,3,140
146,12,4,139
146,12,5,138
146,12,6,135
146,12,7,134
146,12,8,133
146,12,9,132
146,18,0,145
146,18,1,142
146,18,2,141
146,18,3,140
146,18,4,139
146,18,5,138
146,18,6,135
146,18,7,134
146,18,8,133
146,18,9,132
147,0,0,146
147,0,1,145
147,0,2,142
147,0,3,141
147,0,4,140
147,0,5,139
147,0,6,138
147,0,7,135
147,0,8,134
147,0,9,133
147,6,0,146
147,6,1,145
147,6,2,142
147,6,3,141
147,6,4,140
147,6,5,139
147,6,6,138
147,6,7,135
147,6,8,134
147,6,9,133
147,12,0,146
147,12,1,145
147,12,2,142
147,12,3,141
147,12,4,140
147,12,5,139
147,12,6,138
147,12,7,135
147,12,8,134
147,12,9,133
147,18,0,146
147,18,1,145
147,18,2,142
147,18,3,141
147,18,4,140
147,18,5,139
147,18,6,138
147,18,7,135
147,18,8,134
147,18,9,133
148,0,0,147
148,0,1,146
148,0,2,145
148,0,3,142
148,0,4,141
148,0,5,140
148,0,6,139
148,0,7,138
148,0,8,135
148,0,9,134
148,6,0,147
148,6,1,146
148,6,2,145
148,6,3,142
148,6,4,141
148,6,5,140
148,6,6,139
148,6,7,138
148,6,8,135
148,6,9,134
148,12,0,147
148,12,1,146
148,12,2,145
148,12,3,142
148,12,4,141
148,12,5,140
148,12,6,139
148,12,7,138
148,12,8,135
148,12,9,134
148,18,0,147
148,18,1,146
148,18,2,145
148,18,3,142
148,18,4,141
148,18,5,140
148,18,6,139
148,18,7,138
148,18,8,135
148,18,9,134
149,0,0,148
149,0,1,147
149,0,2,146
149,0,3,145
149,0,4,142
149,0,5,141
149,0,6,140
149,0,7,139
149,0,8,138
149,0,9,135
149,6,0,148
149,6,1,147
149,6,2,146
149,6,3,145
149,6,4,142
149,6,5,141
149,6,6,140
149,6,7,139
149,6,8,138
149,6,9,135
149,12,0,148
149,12,1,147
149,12,2,146
149,12,3,145
149,12,4,142
149,12,5,141
149,12,6,140
149,12,7,139
149,12,8,138
149,12,9,135
149,18,0,148
149,18,1,147
149,18,2,146
149,18,3,145
149,18,4,142
149,18,5,141
149,18,6,140
149,18,7,139
149,18,8,138
149,18,9,135
150,0,0,144
150,0,1,143
150,0,2,137
150,0,3,136
150,0,4,130
150,0,5,129
150,0,6,123
150,0,7,122
150,0,8,116
150,0,9,115
150,6,0,144
150,6,1,143
150,6,2,137
150,6,3,136
150,6,4,130
150,6,5,129
150,6,6,123
150,6,7,122
150,6,8,116
150,6,9,115
150,12,0,144
150,12,1,143
150,12,2,137
150,12,3,136
150,12,4,130
150,12,5,129
150,12,6,123
150,12,7,122
150,12,8,116
150,12,9,115
150,18,0,144
150,18,1,143
150,18,2,137
150,18,3,136
150,18,4,130
150,18,5,129
150,18,6,123
150,18,7,122
150,18,8,116
150,18,9,115
151,0,0,150
151,0,1,144
151,0,2,143
151,0,3,137
151,0,4,136
151,0,5,130
151,0,6,129
151,0,7,123
151,0,8,122
151,0,9,116
151,6,0,150
151,6,1,144
151,6,2,143
151,6,3,137
151,6,4,136
151,6,5,130
151,6,6,129
151,6,7,123
151,6,8,122
151,6,9,116
151,12,0,150
151,12,1,144
151,12,2,143
151,12,3,137
151,12,4,136
151,12,5,130
151,12,6,129
151,12,7,123
151,12,8,122
151,12,9,116
151,18,0,150
151,18,1,144
151,18,2,143
151,18,3,137
151,18,4,136
151,18,5,130
151,18,6,129
151,18,7,123
151,18,8,122
151,18,9,116
152,0,0,149
152,0,1,148
152,0,2,147
152,0,3,146
152,0,4,145
152,0,5,142
152,0,6,141
152,0,7,140
152,0,8,139
152,0,9,138
152,6,0,149
152,6,1,148
152,6,2,147
152,6,3,146
152,6,4,145
152,6,5,142
152,6,6,141
152,6,7,140
152,6,8,139
152,6,9,138
152,12,0,149
152,12,1,148
152,12,2,147
152,12,3,146
152,12,4,145
152,12,5,142
152,12,6,141
152,12,7,140
152,12,8,139
152,12,9,138
152,18,0,149
152,18,1,148
152,18,2,147
152,18,3,146
152,18,4,145
152,18,5,142
152,18,6,141
152,18,7,140
152,18,8,139
152,18,9,138
153,0,0,152
153,0,1,149
153,0,2,148
153,0,3,147
153,0,4,146
153,0,5,145
153,0,6,142
153,0,7,141
153,0,8,140
153,0,9,139
153,6,0,152
153,6,1,149
153,6,2,148
153,6,3,147
153,6,4,146
153,6,5,145
153,6,6,142
153,6,7,141
153,6,8,140
153,6,9,139
153,12,0,152
153,12,1,149
153,12,2,148
153,12,3,147
153,12,4,146
153,12,5,145
153,12,6,142
153,12,7,141
153,12,8,140
153,12,9,139
153,18,0,152
153,18,1,149
153,18,2,148
153,18,3,147
153,18,4,146
153,18,5,145
153,18,6,142
153,18,7,141
153,18,8,140
153,18,9,139
154,0,0,153
154,0,1,152
154,0,2,149
154,0,3,148
154,0,4,147
154,0,5,146
154,0,6,145
154,0,7,142
154,0,8,141
154,0,9,140
154,6,0,153
154,6,1,152
154,6,2,149
154,6,3,148
154,6,4,147
154,6,5,146
154,6,6,145
154,6,7,142
154,6,8,141
154,6,9,140
154,12,0,153
154,12,1,152
154,12,2,149
154,12,3,148
154,12,4,147
154,12,5,146
154,12,6,145
154,12,7,142
154,12,8,141
154,12,9,140
154,18,0,153
154,18,1,152
154,18,2,149
154,18,3,148
154,18,4,147
154,18,5,146
154,18,6,145
154,18,7,142
154,18,8,141
154,18,9,140
155,0,0,154
155,0,1,153
155,0,2,152
155,0,3,149
155,0,4,148
155,0,5,147
155,0,6,146
155,0,7,145
155,0,8,142
155,0,9,141
155,6,0,154
155,6,1,153
155,6,2,152
155,6,3,149
155,6,4,148
155,6,5,147
155,6,6,146
155,6,7,145
155,6,8,142
155,6,9,141
155,12,0,154
155,12,1,153
155,12,2,152
155,12,3,149
155,12,4,148
155,12,5,147
155,12,6,146
155,12,7,145
155,12,8,142
155,12,9,141
155,18,0,154
155,18,1,153
155,18,2,152
155,18,3,149
155,18,4,148
155,18,5,147
155,18,6,146
155,18,7,145
155,18,8,142
155,18,9,141
156,0,0,155
156,0,1,154
156,0,2,153
156,0,3,152
156,0,4,149
156,0,5,148
156,0,6,147
156,0,7,146
156,0,8,145
156,0,9,142
156,6,0,155
156,6,1,154
156,6,2,153
156,6,3,152
156,6,4,149
156,6,5,148
156,6,6,147
156,6,7,146
156,6,8,145
156,6,9,142
156,12,0,155
156,12,1,154
156,12,2,153
156,12,3,152
156,12,4,149
156,12,5,148
156,12,6,147
156,12,7,146
156,12,8,145
156,12,9,142
156,18,0,155
156,18,1,154
156,18,2,153
156,18,3,152
156,18,4,149
156,18,5,148
156,18,6,147
156,18,7,146
156,18,8,145
156,18,9,142
157,0,0,151
157,0,1,150
157,0,2,144
157,0,3,143
157,0,4,137
157,0,5,136
157,0,6,130
157,0,7,129
157,0,8,123
157,0,9,122
157,6,0,151
157,6,1,150
157,6,2,144
157,6,3,143
157,6,4,137
157,6,5,136
157,6,6,130
157,6,7,129
157,6,8,123
157,6,9,122
157,12,0,151
157,12,1,150
157,12,2,144
157,12,3,143
157,12,4,137
157,12,5,136
157,12,6,130
157,12,7,129
157,12,8,123
157,12,9,122
157,18,0,151
157,18,1,150
157,18,2,144
157,18,3,143
157,18,4,137
157,18,5,136
157,18,6,130
157,18,7,129
157,18,8,123
157,18,9,122
158,0,0,157
158,0,1,151
158,0,2,150
158,0,3,144
158,0,4,143
158,0,5,137
158,0,6,136
158,0,7,130
158,0,8,129
158,0,9,123
158,6,0,157
158,6,1,151
158,6,2,150
158,6,3,144
158,6,4,143
158,6,5,137
158,6,6,136
158,6,7,130
158,6,8,129
158,6,9,123
158,12,0,157
158,12,1,151
158,12,2,150
158,12,3,144
158,12,4,143
158,12,5,137
158,12,6,136
158,12,7,130
158,12,8,129
158,12,9,123
158,18,0,157
158,18,1,151
158,18,2,150
158,18,3,144
158,18,4,143
158,18,5,137
158,18,6,136
158,18,7,130
158,18,8,129
158,18,9,123
159,0,0,156
159,0,1,155
159,0,2,154
159,0,3,153
159,0,4,152
159,0,5,149
159,0,6,148
159,0,7,147
159,0,8,146
159,0,9,145
159,6,0,156
159,6,1,155
159,6,2,154
159,6,3,153
159,6,4,152
159,6,5,149
159,6,6,148
159,6,7,147
159,6,8,146
159,6,9,145
159,12,0,156
159,12,1,155
159,12,2,154
159,12,3,153
159,12,4,152
159,12,5,149
159,12,6,148
159,12,7,147
159,12,8,146
159,12,9,145
159,18,0,156
159,18,1,155
159,18,2,154
159,18,3,153
159,18,4,152
159,18,5,149
159,18,6,148
159,18,7,147
159,18,8,146
159,18,9,145
160,0,0,159
160,0,1,156
160,0,2,155
160,0,3,154
160,0,4,153
160,0,5,152
160,0,6,149
160,0,7,148
160,0,8,147
160,0,9,146
160,6,0,159
160,6,1,156
160,6,2,155
160,6,3,154
160,6,4,153
160,6,5,152
160,6,6,149
160,6,7,148
160,6,8,147
160,6,9,146
160,12,0,159
160,12,1,156
160,12,2,155
160,12,3,154
160,12,4,153
160,12,5,152
160,12,6,149
160,12,7,148
160,12,8,147
160,12,9,146
160,18,0,159
160,18,1,156
160,18,2,155
160,18,3,154
160,18,4,153
160,18,5,152
160,18,6,149
160,18,7,148
160,18,8,147
160,18,9,146
161,0,0,160
161,0,1,159
161,0,2,156
161,0,3,155
161,0,4,154
161,0,5,153
161,0,6,152
161,0,7,149
161,0,8,148
161,0,9,147
161,6,0,160
161,6,1,159
161,6,2,156
161,6,3,155
161,6,4,154
161,6,5,153
161,6,6,152
161,6,7,149
161,6,8,148
161,6,9,147
161,12,0,160
161,12,1,159
161,12,2,156
161,12,3,155
161,12,4,154
161,12,5,153
161,12,6,152
161,12,7,149
161,12,8,148
