date,signal,mae_kw,rmse_kw,nmae,weights,training_cutoff
2025-09-10,pv,284.99725411231054,486.9818169271449,0.1140772540224432,"{""lag1"": 0.2425541335972241, ""mean7"": 0.31588726260974365, ""lag7"": 0.232181322695769, ""gbdt"": 0.20937728109726325}",2025-09-09
2025-09-11,load,148.90333912124203,191.2402155283702,0.0295964843761797,"{""lag1"": 0.13251788192826838, ""mean7"": 0.11883533988507838, ""lag7"": 0.32794564458217623, ""gbdt"": 0.420701133604477}",2025-09-10
2025-09-11,pv,195.90651109512623,377.16501978283446,0.0699138713199437,"{""lag1"": 0.23999627877206056, ""mean7"": 0.31335041889638626, ""lag7"": 0.23498564448338657, ""gbdt"": 0.21166765784816655}",2025-09-10
2025-09-12,load,410.6560100263722,465.8345708779752,0.130216743512627,"{""lag1"": 0.13205156761246067, ""mean7"": 0.11816395104562052, ""lag7"": 0.32919675075338184, ""gbdt"": 0.420587730588537}",2025-09-11
2025-09-12,pv,136.74766496228418,210.80143966413115,0.0511719769885443,"{""lag1"": 0.23644094528600199, ""mean7"": 0.31548393439445177, ""lag7"": 0.23719684322570106, ""gbdt"": 0.21087827709384527}",2025-09-11
2025-09-13,load,219.5156886275983,258.8958330241171,0.0701855188403949,"{""lag1"": 0.1315752926412647, ""mean7"": 0.11771938455608179, ""lag7"": 0.3293351976883127, ""gbdt"": 0.4213701251143408}",2025-09-12
2025-09-13,pv,215.43163712865083,391.0009925716236,0.0771045418004375,"{""lag1"": 0.23614328778804564, ""mean7"": 0.3160632152747809, ""lag7"": 0.2345183261365853, ""gbdt"": 0.21327517080058817}",2025-09-12
2025-09-14,load,378.99182737790943,442.3933165142243,0.0750245524467737,"{""lag1"": 0.13158182232308024, ""mean7"": 0.1174218279373857, ""lag7"": 0.3292669546791497, ""gbdt"": 0.42172939506038437}",2025-09-13
2025-09-14,pv,190.2487474715957,323.1138090396838,0.0746825581195456,"{""lag1"": 0.23765400840627984, ""mean7"": 0.31573446906642566, ""lag7"": 0.23302449998149696, ""gbdt"": 0.2135870225457975}",2025-09-13
2025-09-15,load,145.33940237813323,183.3692310894039,0.0288849353585379,"{""lag1"": 0.13141129029458584, ""mean7"": 0.11728860100342269, ""lag7"": 0.3305713627493588, ""gbdt"": 0.42072874595263277}",2025-09-14
2025-09-15,pv,234.82687141860708,431.05646118408737,0.085790647076394,"{""lag1"": 0.23684832785639534, ""mean7"": 0.31448511945053736, ""lag7"": 0.2321829155611063, ""gbdt"": 0.21648363713196106}",2025-09-14
2025-09-16,load,153.14468553457093,192.2034037160261,0.0301655546042813,"{""lag1"": 0.13093044395028333, ""mean7"": 0.11671561451550964, ""lag7"": 0.3305175135019946, ""gbdt"": 0.4218364280322125}",2025-09-15
