date,H24,H48,H24_minus_H48_yuan
2025-08-04,62160.041906085884,62025.25331227215,134.7885938137333
2025-08-05,62344.69113341208,61763.72157319263,580.9695602194479
2025-08-06,64110.965363433424,62795.80945602443,1315.1559074089964
2025-08-07,61911.118097695944,61097.98418830798,813.1339093879651
2025-08-08,31554.058924305562,30414.815129942668,1139.2437943628938
2025-08-09,28648.71537646953,29643.083203742466,-994.3678272729376
2025-08-10,63563.45539600043,60368.5793423107,3194.8760536897244
2025-08-11,60186.81307629463,58318.60530786474,1868.207768429893
2025-08-12,63691.62702032486,62055.12742296359,1636.4995973612677
2025-08-13,59677.30236708729,60128.76769676369,-451.4653296763936
2025-08-14,61897.27748869107,60137.922920170364,1759.3545685207064
2025-08-15,30763.04655208155,29575.1183988809,1187.9281532006498
2025-08-16,31736.656446494304,33583.51774424684,-1846.8612977525372
2025-08-17,62749.44721694944,58937.60787002643,3811.839346923007
2025-08-18,61754.61642462075,61448.67397904941,305.9424455713379
2025-08-19,61919.161102531085,61347.87036529301,571.2907372380723
2025-08-20,66373.98717610416,66026.49612670399,347.49104940016696
2025-08-21,61902.38391564667,60371.463335600936,1530.9205800457348
2025-08-22,31443.279088464336,30663.148120145044,780.1309683192922
2025-08-23,27109.15701363142,28916.410594584708,-1807.2535809532892
2025-08-24,62770.57064326563,59427.9959049006,3342.5747383650305
2025-08-25,67229.36828959253,65861.84515599138,1367.5231336011493
2025-08-26,58246.643087075434,57328.07841309415,918.5646739812873
2025-08-27,64480.39126231298,62974.74944131102,1505.641821001962
2025-08-28,64999.47896713368,65079.06488487635,-79.58591774267552
2025-08-29,34086.86704361682,33237.303234643565,849.5638089732529
2025-08-30,28889.565791548062,31990.8355894391,-3101.2697978910364
2025-08-31,64305.46137518498,59751.16414227106,4554.297232913923
2025-09-01,52743.80155145903,51672.13668037051,1071.6648710885202
2025-09-02,50800.45528962053,49396.310008627814,1404.145280992714
2025-09-03,51919.52173800234,51524.40540032924,395.1163376730983
2025-09-04,50369.06936368884,48821.900741905374,1547.168621783465
2025-09-05,25117.819451238123,24054.31255321746,1063.5068980206634
2025-09-06,21851.969240860166,23059.03220099032,-1207.0629601301553
2025-09-07,48761.99229953007,45349.418045851766,3412.5742536783073
2025-09-08,49617.95969332609,49704.901998825975,-86.94230549988424
2025-09-09,48599.62799384887,48849.68498728002,-250.05699343114975
2025-09-10,51898.429331309904,50110.59894645573,1787.8303848541764
2025-09-11,46572.38430464869,46297.93071018849,274.45359446019575
2025-09-12,22478.661506188186,22494.826554895637,-16.165048707451206
2025-09-13,18742.94574489276,20721.284428580402,-1978.3386836876416
