date,policy,t,issue_slot,price_yuan_per_kwh,load_kw,pv_kw,committed_grid_kwh,baseline_grid_kwh,adjustment_grid_kwh,charge_exec_kwh,discharge_exec_kwh,emergency_kwh,surplus_kwh,E_start_kwh,E_end_kwh,emergency_cost_yuan
2025-06-08,H24,142,108,0.4271,4207.8039,0.0,1555.6421969628439,1557.7951395191822,-2.152942556338303,782.9121985747171,0.0,0.0,71.42934838812687,9588.5779845225,10293.198963239745,0.0
2025-06-08,H24,143,108,0.4276,4127.52,0.0,1048.8614646828014,1048.8614646828014,0.0,269.2183633921452,0.0,0.0,91.72310129065613,10293.198963239745,10535.495490292677,0.0
2025-06-09,H24,0,0,0.4248,4028.4969,0.0,730.3246373826123,730.3246373826123,0.0,0.0,0.0,0.0,58.90848738261229,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,1,0,0.4245,3938.461,0.0,730.7417159573448,730.7417159573448,0.0,0.0,0.0,0.0,74.33154929067825,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,2,0,0.4269,3946.73,0.0,722.9614797797312,722.9614797797312,0.0,0.0,0.0,0.0,65.17314644639794,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,3,0,0.4272,4125.6693,0.0,712.7070033059799,712.7070033059799,0.0,0.0,0.0,0.0,25.095453305980072,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,4,0,0.4271,4207.2704,0.0,712.6690569919633,712.6690569919633,0.0,0.0,0.0,0.0,11.457323658630003,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,5,0,0.4285,4163.73,0.0,708.9923803494105,708.9923803494105,0.0,0.0,0.0,0.0,15.037380349410569,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,6,0,0.4311,4190.5649,0.0,698.6028941734739,698.6028941734739,0.0,0.0,0.0,0.0,0.1754108401405574,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,7,0,0.4302,4088.7697,0.0,683.4037481150431,683.4037481150431,0.0,0.0,0.0,0.0,1.9421314483764718,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,8,0,0.4279,3933.56,0.0,685.4893527381403,685.4893527381403,0.0,0.0,0.0,0.0,29.89601940480702,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,9,0,0.4312,4002.4594,0.0,701.6238957435273,701.6238957435273,0.0,0.0,0.0,0.0,34.547329076860706,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,10,0,0.4333,3903.6002,0.0,695.001714763027,695.001714763027,0.0,0.0,0.0,0.0,44.40168142969378,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,11,0,0.4311,3690.45,0.0,680.8009196563446,680.8009196563446,0.0,0.0,0.0,0.0,65.72591965634467,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,12,0,0.4293,3810.7909,0.0,686.1182586749403,686.1182586749403,0.0,0.0,0.0,0.0,50.986442008273684,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,13,0,0.4324,3844.9743,0.0,671.6164190641376,671.6164190641376,0.0,0.0,0.0,0.0,30.787369064137692,10535.495490292677,10535.495490292677,0.0
2025-06-09,H24,14,0,0.4367,3663.73,0.0,680.6776379177956,680.6776379177956,0.0,0.0,0.0,0.0,70.05597125112888,10535.495490292677,10535.495490292677,0.0
